smiles,IC50_nM,pIC50,Fingerprint
COc1nn(-c2cncc(C3CC3)c2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,28.0,7.552841968657781,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,12.59,7.899974269892137,[0 1 0 ... 0 0 0]
COCCn1cc(C(=O)Nc2cccc(-c3nncn3[C@@H](C)C(F)(F)F)n2)c(OC)n1,2.0,8.698970004336019,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,12.9,7.889410289700751,[0 1 0 ... 0 0 0]
COc1ccc(S(C)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,5.0,8.301029995663981,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)c2cccc(-c3ncc[nH]3)c2)n1,170.0,6.769551078621726,[0 1 0 ... 0 0 0]
COCCn1cc(C(=O)Nc2cccc(-c3nncn3[C@@H](C)C(F)(F)F)n2)c(OC)n1,15.0,7.823908740944319,[0 1 0 ... 0 0 0]
COc1ncc(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,51.0,7.292429823902063,[0 1 0 ... 0 0 0]
COc1ccc(S(N)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,1.5,8.823908740944319,[0 1 0 ... 0 0 0]
COc1ccc(C(N)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,94.0,7.026872146400302,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,168.0,6.774690718274137,[0 1 0 ... 0 0 0]
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,90.0,7.045757490560675,[0 1 0 ... 0 0 0]
CCn1cc(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c(OC)n1,4.1,8.387216143280265,[0 1 0 ... 0 0 0]
COc1cc(C)c(C(N)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,28.0,7.552841968657781,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1731.0,5.7617029321246065,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1132.0,5.946153573147747,[0 1 0 ... 0 0 0]
O=C(Nc1csc(-c2nncn2C2CC2)n1)c1cc(-n2cnc(C3CC3)c2)c(N2CCC2)cn1,2.4,8.619788758288394,[0 0 0 ... 1 0 0]
CC(C)(O)c1ccc(C(=O)Nc2cc3c(ccn3CC3CC3)cn2)cc1,81.0,7.0915149811213505,[0 0 0 ... 0 0 0]
CCn1cc(Br)c2cnc(NC(=O)c3ccc(C(C)(C)O)cc3)cc21,3.0,8.522878745280337,[0 0 0 ... 0 1 0]
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,30000.0,4.522878745280337,[0 0 0 ... 0 0 0]
C[C@@H]1CCOc2cc(F)ccc2C(=O)Nc2cccc(n2)-c2nncn2C1,8.0,8.096910013008056,[0 0 0 ... 0 0 0]
O=C1Nc2cccc(n2)-c2nncn2CCCCOc2cc(F)ccc21,867.0,6.061980902523789,[0 0 0 ... 0 0 0]
C[C@@H]1CCOc2cc(F)ccc2C(=O)Nc2cccc(n2)-c2nncn2C1,95.0,7.022276394711152,[0 0 0 ... 0 0 0]
O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(N3CC4(COC4)C3)cc21,253.0,6.596879478824182,[0 0 0 ... 0 0 0]
O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(Br)cc21,31.0,7.508638306165727,[0 0 0 ... 0 0 0]
C[C@@H]1CCCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn21,5152.0,5.288024145648244,[0 0 0 ... 0 0 0]
C[C@@H]1CCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn2C1,232.0,6.634512015109101,[0 0 0 ... 0 0 0]
CCS(=O)(=O)Nc1cccc(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c1,73.0,7.136677139879544,[0 1 0 ... 0 0 0]
CCS(=O)(=O)Nc1ccc(OC)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c1,0.32,9.494850021680094,[0 1 0 ... 0 0 0]
CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,10000.0,5.0,[0 0 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)c2cnn(C)c2)n1,108.0,6.96657624451305,[0 1 0 ... 0 0 0]
O=C1/C(=C/c2ccc(Cl)cc2Cl)SC(=S)N1Nc1ccccc1,33000.0,4.481486060122113,[0 0 0 ... 0 0 0]
CCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S,500.0,6.301029995663981,[0 1 0 ... 0 0 0]
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)F)n1,6.0,8.221848749616356,[0 1 0 ... 0 0 0]
c1cc(-c2n[nH]c3ccc(-c4nncn4C4CCCCC4)cc23)cc(-n2cnc(C3CC3)c2)c1,243.0,6.614393726401688,[0 0 1 ... 1 0 0]
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(-c4ccnn4C)c3)c2c1,855.0,6.068033885271827,[0 1 0 ... 0 0 0]
CC(=O)Nc1cccc2cc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)[nH]c12,240.1,6.619607839942972,[0 1 0 ... 0 0 0]
c1ccc(Nc2ncc3ccccc3n2)cc1,10000.0,5.0,[0 0 0 ... 0 0 0]
c1ccc(Nc2ncc3cc(-c4cn[nH]c4)ccc3n2)cc1,10000.0,5.0,[0 0 0 ... 0 0 0]
CC(=O)Nc1cccc(Nc2ncc3cc(-c4cn[nH]c4)ccc3n2)c1,200.0,6.698970004336019,[0 0 0 ... 0 0 0]
Cn1cc(-c2ccc3nc(Nc4cccc(N)c4)ncc3c2)cn1,10000.0,5.0,[0 0 0 ... 0 0 0]
NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)N1,7000.0,5.154901959985743,[0 0 0 ... 0 0 0]
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,37.0,7.431798275933005,[0 0 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,32.0,7.494850021680094,[0 1 0 ... 0 0 0]
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H]2CCOC2)n1,5.0,8.301029995663981,[0 0 0 ... 1 0 0]
C[C@H](n1cnnc1-c1cccc(NC(=O)c2cccc3c2OCCN3C)n1)C(F)(F)F,7.0,8.154901959985743,[0 1 0 ... 0 0 0]
COc1ncc(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,3.0,8.522878745280337,[0 1 0 ... 0 0 0]
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)CO)n1,2895.0,5.538351431936545,[0 1 0 ... 0 0 0]
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C(F)(F)F)n1,40.0,7.3979400086720375,[0 1 0 ... 0 0 0]
C[C@H](n1cnnc1-c1cccc(NC(=O)c2cccc3cccnc23)n1)C(F)(F)F,72.0,7.142667503568731,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,32.0,7.494850021680094,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,38.0,7.42021640338319,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,513.0,6.289882634888183,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,43.0,7.366531544420414,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,2064.0,5.685290307044826,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,265.0,6.576754126063192,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,2138.0,5.669992299127241,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,38.0,7.42021640338319,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,369.0,6.432973633840939,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,116.0,6.935542010773082,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,4.0,8.397940008672037,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1917.0,5.717377887121938,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,23.0,7.638272163982407,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1140.0,5.943095148663527,[0 1 0 ... 0 0 0]
CC(C)(C)c1ccc(C(=O)Nc2cn3cc(Br)ccc3n2)cc1,21.0,7.6777807052660805,[0 0 0 ... 0 0 0]
Cn1cc(Br)c2cnc(NC(=O)c3ccc(C(C)(C)O)cc3)cc21,5.0,8.301029995663981,[0 0 0 ... 0 1 0]
CCn1cc(Cl)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,16.0,7.795880017344075,[0 0 0 ... 0 0 0]
CC(CO)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCCC(=O)N3C)n1,200.0,6.698970004336019,[0 1 0 ... 0 0 0]
O=C1Nc2cccc(n2)-c2nncn2CCCCCOc2ccccc21,20.0,7.698970004336019,[0 0 1 ... 0 0 0]
CCn1cc(Cl)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,6.0,8.221848749616356,[0 0 0 ... 0 0 0]
CCn1cc(Cl)c2cnc(NC(=O)c3ccc([C@](C)(O)CO)cc3)cc21,9.0,8.045757490560675,[0 0 0 ... 0 0 0]
CC(C)(O)c1ccc(C(=O)Nc2cc3c(ccn3CS(C)(=O)=O)cn2)cc1,12446.0,4.9049702033515485,[0 0 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1343.0,5.871923987331284,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,368.0,6.434152181326482,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,125.0,6.903089986991944,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1170.0,5.931814138253838,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,670.0,6.173925197299173,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,38.0,7.42021640338319,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1042.0,5.9821322810364945,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)C2CCCCO2)n1,251.19,6.599997654072045,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(S(C)(=O)=O)c3)c2c1,733.0,6.134896025358872,[0 1 0 ... 0 0 0]
CCS(=O)(=O)Nc1cccc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)c1,19.8,7.703334809738469,[0 1 0 ... 0 0 0]
c1cc(-c2n[nH]c3ccc(-c4nncn4C4CC4)cc23)cc(-n2cnc(C3CC3)c2)c1,50.0,7.301029995663981,[0 0 0 ... 1 0 0]
CCOC(C)n1cc(-c2cncc(-c3n[nH]c4ccc(-c5nncn5C(C)C)cc34)c2)cn1,277.0,6.557520230935552,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(-c4cnn(C)c4)c3)c2c1,8333.0,5.079198618174345,[0 1 0 ... 0 0 0]
COc1ccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2c2nc3ccc(C)cc3s2)cc1OC,38000.0,4.42021640338319,[0 0 0 ... 0 0 0]
O=C(C1=C(O)C(=O)N(c2nc3ccc(F)cc3s2)C1c1cccc(F)c1)c1ccco1,42600.0,4.370590400897281,[0 0 0 ... 0 0 0]
C[C@](O)(CO)c1ccc(C(=O)Nc2cc3c(cn2)c(Br)cn3C2CC2)cc1,7.0,8.154901959985743,[0 0 0 ... 0 1 0]
CC(C)(CO)c1ccc(C(=O)Nc2cc3c(cn2)c(Cl)cn3C2CC2)cc1,16.0,7.795880017344075,[0 0 0 ... 0 0 0]
O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(F)cc21,658.0,6.181774106386044,[0 0 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,6.0,8.221848749616356,[0 1 0 ... 0 0 0]
CC(C)(O)c1ccc(C(=O)Nc2cc3c(ccn3CC3CC3)cn2)cc1,237.0,6.625251653989896,[0 0 0 ... 0 0 0]
Cn1cc(Cl)c2cnc(NC(=O)c3ccc(C(C)(C)O)cc3)cc21,18.0,7.7447274948966935,[0 0 0 ... 0 0 0]
Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccc(Cl)cc3)sc2c1,30200.0,4.519993057042849,[0 0 0 ... 0 0 0]
Cc1cn(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,28.0,7.552841968657781,[0 0 0 ... 0 0 0]
CCn1ccc2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,64.0,7.1938200260161125,[0 0 0 ... 0 0 0]
CCn1cc(Br)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,10.0,8.0,[0 0 0 ... 0 1 0]
O=C1Nc2cccc(n2)-c2nncn2CCCCCOc2ccccc21,100.0,7.0,[0 0 1 ... 0 0 0]
Cc1ccc2c(c1)C(=O)Nc1cccc(n1)-c1nncn1CCCCO2,100.0,7.0,[0 0 0 ... 0 0 0]
CCn1ccc2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,55.0,7.259637310505756,[0 0 0 ... 0 0 0]
O=C(Nc1cccc(-c2nncn2C2CC2)n1)c1cc2c(cc1F)OCc1cncn1-2,114.0,6.943095148663527,[0 0 0 ... 1 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cc(-c4cn[nH]c4)ccc3[nH]2)n1,31.6,7.500312917381596,[0 1 0 ... 0 0 0]
c1ccc(Nc2ncnc3[nH]cnc23)cc1,10000.0,5.0,[0 0 0 ... 0 0 0]
c1cc(-c2n[nH]c3ccc(-c4nncn4C4CC4)cc23)cc(-n2cnc(C3CC3)c2)c1,7045.0,5.152119002554625,[0 0 0 ... 1 0 0]
CC(=O)N[C@@H]1C[C@H](n2c3ccc(O)cc3c3c4c(c5c6ccccc6[nH]c5c32)CNC4=O)O[C@@H](C)[C@@H]1O,6400.0,5.1938200260161125,[0 0 0 ... 0 0 0]
CC(=O)N[C@@H]1C[C@H](n2c3ccccc3c3c4c(c5c6cc(O)ccc6[nH]c5c32)CNC4=O)O[C@@H](C)[C@@H]1O,50000.0,4.301029995663981,[0 0 0 ... 0 0 0]
C[C@@H]1CCn2cnnc2-c2cccc(n2)NC(=O)c2ccccc2OC1,351.0,6.454692883534176,[0 0 0 ... 0 0 0]
CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O.Cc1ccc(S(=O)(=O)O)cc1,10000.0,5.0,[0 0 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,2405.0,5.618884919290149,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1488.0,5.82739706879014,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,46.0,7.337242168318426,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,299.0,6.52432881167557,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,103.0,6.987162775294828,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,310.0,6.508638306165727,[0 1 0 ... 0 0 0]
C[C@H]1CCCOc2nn(C)cc2C(=O)Nc2cccc(n2)-c2nncn21,32.0,7.494850021680094,[0 0 0 ... 0 0 0]
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,19.9,7.701146923590294,[0 0 0 ... 0 0 0]
c1cc(-c2n[nH]c3ccc(-c4cn[nH]c4)cc23)cc(-n2cnc(C3CC3)c2)c1,274.6,6.561299467099264,[0 0 0 ... 0 0 0]
C[C@](O)(CO)c1ccc(C(=O)Nc2cc3c(ccn3C3CC3)cn2)cc1,214.0,6.669586226650809,[0 0 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccccc3[nH]2)n1,41.4,7.382999658879101,[0 1 0 ... 0 0 0]
C[C@@H]1CCCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn21,350.0,6.455931955649724,[0 0 0 ... 0 0 0]
O=C(O)CCCN1C(=O)/C(=C/c2ccc(-c3ccccc3Cl)o2)SC1=S,300.0,6.522878745280337,[0 0 0 ... 1 0 0]
O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3ccccc3Cl)o2)SC1=S,750.0,6.1249387366083,[0 0 0 ... 0 0 0]
CC(CC#N)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,19.95,7.700057099977233,[0 1 0 ... 0 0 0]
C[C@H](CO)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,10.0,8.0,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)c2ccn(C)n2)n1,20000.0,4.698970004336019,[0 1 0 ... 0 0 0]
C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCCCC3)cn2)cs1)C(F)(F)F,0.7,9.154901959985743,[0 1 1 ... 0 0 0]
C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCN(C)CC3)cn2)cs1)C(F)(F)F,2.1,8.67778070526608,[0 1 0 ... 0 0 0]
CN[C@@H]1CC2OC([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.3,8.200659450546418,[0 0 0 ... 0 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(C(F)(F)F)nn(C)c3[nH]c2=O)c1,5000.0,5.301029995663981,[0 1 0 ... 0 0 0]
Cn1nc(C(F)(F)F)c2cc(C(=O)Nc3cccc(-c4nncn4C4CCCCC4)c3)c(=O)[nH]c21,5000.0,5.301029995663981,[0 0 1 ... 1 0 0]
CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)OC(C)(C)C(=O)N3)n1,49.0,7.309803919971486,[0 1 0 ... 0 0 0]
O=C(Nc1csc(-c2nncn2C2CC2)n1)c1cc(-n2cnc(C3CC3)c2)c(N2CCCCC2)cn1,2.0,8.698970004336019,[0 0 1 ... 1 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,5139.0,5.289121382314827,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,2325.0,5.633577042774027,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,747.0,6.126679398184601,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1831.0,5.737311655698304,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,16.0,7.795880017344075,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,195.0,6.709965388637482,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,84.0,7.075720713938118,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1209.0,5.917573699139228,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1716.0,5.7654827164873135,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,29.0,7.537602002101044,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1381.0,5.8598063214213685,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,557.0,6.2541448048262716,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1346.0,5.870954940112042,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,34.0,7.468521082957745,[0 1 0 ... 0 0 0]
Cc1cnc(-c2cc(Cl)ccc2F)cc1-n1c(=O)n(CC(N)=O)c2cnccc21,5000.0,5.301029995663981,[0 0 0 ... 0 0 0]
C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)C[C@H](C)O1,428.0,6.368556230986828,[0 0 0 ... 0 0 0]
COc1nn(-c2ccncc2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,1710.0,5.767003889607846,[0 1 0 ... 0 0 0]
Cn1nc(C(F)(F)F)c2cc(C(=O)Nc3cccc(-c4nncn4C4CC4)n3)c(OCc3ccccc3F)nc21,1290.0,5.889410289700751,[0 0 0 ... 1 0 0]
O=C(Nc1cccc(-c2nncn2C2CC2)n1)c1cc(-c2cnn(C3CCC3)c2)cn(Cc2ccccc2F)c1=O,289.0,6.539102157243452,[0 0 0 ... 1 0 0]
O=C1Nc2cccc(n2)-c2nncn2C/C=C/COc2c(Br)cccc21,10000.0,5.0,[0 0 0 ... 0 0 0]
Cc1ccc2c(c1)C(=O)Nc1cccc(n1)-c1nncn1CCCCO2,1000.0,6.0,[0 0 0 ... 0 0 0]
CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21,1000.0,6.0,[0 0 0 ... 0 0 0]
COc1ccc(-n2cnc(C3CC3)c2)cc1-c1n[nH]c2ccc(-c3nncn3C(C)C)cc12,270.0,6.568636235841012,[0 1 0 ... 0 0 0]
CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(-c4cnn(C5CCOCC5)c4)c3)c2c1,12064.0,4.918508671474301,[0 1 0 ... 0 0 0]
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)c1,20000.0,4.698970004336019,[0 1 0 ... 0 0 0]
COc1nn(-c2ccccn2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,299.0,6.52432881167557,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,2332.0,5.632271453913024,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,234.0,6.630784142589857,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,39.0,7.4089353929735005,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1734.0,5.760950906859808,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,27.0,7.568636235841012,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1580.0,5.801342913045577,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,2268.0,5.644356949779131,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,3493.0,5.456801414362353,[0 1 0 ... 0 0 0]
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,31.0,7.508638306165727,[0 1 0 ... 0 0 0]
CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,10000.0,5.0,[0 0 0 ... 0 0 0]
